"ARS-Land","ARS-RB","ARS-Kreis","ARS-VB","ARS-Gem","Gemeindename","Postleitzahl","Laengengrad","Breitengrad","﻿NinaAPICode","Bundesland"
1,0,54,5489,48,"Holm",25923,"8.860525","54.831367",10545000000,"SH"
1,0,54,5489,55,"Humptrup",25923,"8.864538","54.863199",10545000000,"SH"
1,0,54,5489,62,"Karlum",25926,"8.975269","54.828646",10545000000,"SH"
1,0,54,5489,65,"Klanxbüll",25924,"8.679546","54.864348",10545000000,"SH"
1,0,54,5489,68,"Klixbüll",25899,"8.882448","54.805242",10545000000,"SH"
1,0,54,5489,73,"Ladelund",25926,"9.025311","54.84075",10545000000,"SH"
1,0,54,5489,76,"Leck",25917,"8.974572","54.771914",10545000000,"SH"
1,0,54,5489,77,"Lexgaard",25923,"8.943493","54.832022",10545000000,"SH"
1,0,54,5489,86,"Neukirchen",25927,"8.73388","54.868905",10545000000,"SH"
1,0,54,5489,88,"Niebüll, Stadt",25899,"8.829499","54.788141",10545000000,"SH"
1,0,54,5489,109,"Risum-Lindholm",25920,"8.875515","54.761513",10545000000,"SH"
1,0,54,5489,110,"Rodenäs",25924,"8.70031","54.888387",10545000000,"SH"
1,0,54,5489,124,"Sprakebüll",25917,"9.077168","54.775904",10545000000,"SH"
1,0,54,5489,125,"Stadum",25917,"9.050473","54.736011",10545000000,"SH"
1,0,54,5489,126,"Stedesand",25920,"8.925525","54.738139",10545000000,"SH"
1,0,54,5489,131,"Süderlügum",25923,"8.907944","54.872427",10545000000,"SH"
1,0,54,5489,136,"Tinningstedt",25917,"8.929787","54.811247",10545000000,"SH"
1,0,54,5489,142,"Uphusum",25923,"8.849901","54.841901",10545000000,"SH"
1,0,54,5489,154,"Westre",25926,"8.987549","54.856605",10545000000,"SH"
1,0,54,5489,165,"Galmsbüll",25899,"8.732055","54.775694",10545000000,"SH"
1,0,54,5489,166,"Emmelsbüll-Horsbüll",25924,"8.692601","54.811403",10545000000,"SH"
1,0,54,5489,167,"Enge-Sande",25917,"8.98049","54.726675",10545000000,"SH"
1,0,54,5492,7,"Arlewatt",25860,"9.083426","54.539223",10545000000,"SH"
1,0,54,5492,23,"Drage",25878,"9.160731","54.354509",10545000000,"SH"
1,0,54,5492,26,"Elisabeth-Sophien-Koog",25845,"8.879592","54.510068",10545000000,"SH"
1,0,54,5492,32,"Fresendelf",25876,"9.248765","54.39338",10545000000,"SH"
1,0,54,5492,42,"Hattstedt",25856,"9.02454","54.528049",10545000000,"SH"
1,0,54,5492,43,"Hattstedtermarsch",25856,"8.964562","54.554793",10545000000,"SH"
1,0,54,5492,52,"Horstedt",25860,"9.069038","54.525582",10545000000,"SH"
1,0,54,5492,54,"Hude",25876,"9.215821","54.387212",10545000000,"SH"
1,0,54,5492,70,"Koldenbüttel",25840,"9.065906","54.384849",10545000000,"SH"
1,0,54,5492,84,"Mildstedt",25866,"9.094038","54.463492",10545000000,"SH"
1,0,54,5492,91,"Nordstrand",25845,"8.860249","54.484823",10545000000,"SH"
1,0,54,5492,96,"Oldersbek",25873,"9.166728","54.446436",10545000000,"SH"
1,0,54,5492,97,"Olderup",25860,"9.112117","54.538167",10545000000,"SH"
1,0,54,5492,99,"Ostenfeld (Husum)",25872,"9.230675","54.462866",10545000000,"SH"
1,0,54,5492,105,"Ramstedt",25876,"9.167101","54.399905",10545000000,"SH"
1,0,54,5492,106,"Rantrum",25873,"9.129606","54.44052",10545000000,"SH"
1,0,54,5492,116,"Schwabstedt",25876,"9.185238","54.395651",10545000000,"SH"
1,0,54,5492,119,"Seeth",25878,"9.163079","54.365824",10545000000,"SH"
1,0,54,5492,120,"Simonsberg",25813,"8.97196","54.436567",10545000000,"SH"
1,0,54,5492,130,"Süderhöft",25876,"9.2423","54.381912",10545000000,"SH"
1,0,54,5492,132,"Südermarsch",25813,"9.08199","54.425929",10545000000,"SH"
1,0,54,5492,141,"Uelvesbüll",25889,"8.935322","54.415443",10545000000,"SH"
1,0,54,5492,156,"Winnert",25887,"9.201381","54.433243",10545000000,"SH"
1,0,54,5492,157,"Wisch",25876,"9.154149","54.408531",10545000000,"SH"
1,0,54,5492,159,"Wittbek",25872,"9.204139","54.473433",10545000000,"SH"
1,0,54,5492,161,"Witzwort",25889,"8.984464","54.399484",10545000000,"SH"
1,0,54,5492,162,"Wobbenbüll",25856,"8.992516","54.530418",10545000000,"SH"
1,0,54,5494,2,"Ahrenshöft",25853,"9.068097","54.559394",10545000000,"SH"
1,0,54,5494,6,"Almdorf",25821,"9.015622","54.581075",10545000000,"SH"
1,0,54,5494,10,"Bargum",25842,"8.947267","54.704209",10545000000,"SH"
1,0,54,5494,12,"Bohmstedt",25853,"9.043841","54.581229",10545000000,"SH"
1,0,54,5494,14,"Bordelum",25852,"8.924922","54.635913",10545000000,"SH"
1,0,54,5494,19,"Bredstedt, Stadt",25821,"8.960958","54.620073",10545000000,"SH"
1,0,54,5494,20,"Breklum",25821,"8.982127","54.605121",10545000000,"SH"
1,0,54,5494,24,"Drelsdorf",25853,"9.041284","54.60599",10545000000,"SH"
1,0,54,5494,37,"Goldebek",25862,"9.145818","54.678836",10545000000,"SH"
1,0,54,5494,38,"Goldelund",25862,"9.107425","54.678411",10545000000,"SH"
1,0,54,5494,45,"Högel",25858,"9.056667","54.643538",10545000000,"SH"
1,0,54,5494,59,"Joldelund",25862,"9.139662","54.652937",10545000000,"SH"
1,0,54,5494,71,"Kolkerheide",25862,"9.130775","54.620407",10545000000,"SH"
1,0,54,5494,75,"Langenhorn",25842,"8.933726","54.681709",10545000000,"SH"
1,0,54,5494,80,"Lütjenholm",25842,"9.021561","54.684136",10545000000,"SH"
1,0,54,5494,93,"Ockholm",25842,"8.827553","54.665128",10545000000,"SH"
1,0,54,5494,121,"Sönnebüll",25821,"8.995888","54.63119",10545000000,"SH"
1,0,54,5494,128,"Struckum",25821,"8.994073","54.588682",10545000000,"SH"
1,0,54,5494,146,"Vollstedt",25821,"9.032722","54.623717",10545000000,"SH"
1,0,55,1,1,"Ahrensbök",23623,"10.573059","54.011094",10550000000,"SH"
1,0,55,4,4,"Bad Schwartau, Stadt",23611,"10.695909","53.920431",10550000000,"SH"
1,0,55,7,7,"Bosau",23715,"10.429901","54.104439",10550000000,"SH"
1,0,55,10,10,"Dahme",23747,"11.08163","54.223661",10550000000,"SH"
1,0,55,12,12,"Eutin, Stadt",23701,"10.614962","54.138933",10550000000,"SH"
1,0,55,16,16,"Grömitz",23743,"10.961101","54.149249",10550000000,"SH"
1,0,55,18,18,"Grube",23749,"11.03599","54.23209",10550000000,"SH"
1,0,55,21,21,"Heiligenhafen, Stadt",23774,"10.974623","54.373048",10550000000,"SH"
1,0,55,25,25,"Kellenhusen (Ostsee)",23746,"11.060024","54.190749",10550000000,"SH"
1,0,55,28,28,"Malente",23714,"10.554871","54.171225",10550000000,"SH"
1,0,55,32,32,"Neustadt in Holstein, Stadt",23730,"10.816351","54.10563",10550000000,"SH"
1,0,55,33,33,"Oldenburg in Holstein, Stadt",23758,"10.88815","54.293241",10550000000,"SH"
1,0,55,35,35,"Ratekau",23626,"10.735075","53.947822",10550000000,"SH"
1,0,55,40,40,"Stockelsdorf",23617,"10.649799","53.889315",10550000000,"SH"
1,0,55,41,41,"Süsel",23701,"10.717998","54.076679",10550000000,"SH"
1,0,55,42,42,"Timmendorfer Strand",23669,"10.770247","53.99638",10550000000,"SH"
1,0,55,44,44,"Scharbeutz",23683,"10.750232","54.022793",10550000000,"SH"
1,0,55,46,46,"Fehmarn, Stadt",23769,"11.197614","54.4387",10550000000,"SH"
1,0,55,5543,14,"Göhl",23758,"10.941851","54.284726",10555000000,"SH"
1,0,55,5543,15,"Gremersdorf",23758,"10.927673","54.332831",10555000000,"SH"
1,0,55,5543,17,"Großenbrode",23775,"11.08427","54.369696",10555000000,"SH"
1,0,55,5543,22,"Heringsdorf",23777,"11.003697","54.300432",10555000000,"SH"
1,0,55,5543,31,"Neukirchen",23779,"11.015153","54.323811",10555000000,"SH"
1,0,55,5543,43,"Wangels",23758,"10.763598","54.271569",10555000000,"SH"
1,0,55,5546,6,"Beschendorf",23738,"10.873043","54.182743",10555000000,"SH"
1,0,55,5546,11,"Damlos",23738,"10.907708","54.243016",10555000000,"SH"
1,0,55,5546,20,"Harmsdorf",23738,"10.828509","54.243787",10555000000,"SH"
1,0,55,5546,23,"Kabelhorst",23738,"10.921118","54.215844",10555000000,"SH"
1,0,55,5546,27,"Lensahn",23738,"10.883304","54.217545",10555000000,"SH"
1,0,55,5546,29,"Manhagen",23738,"10.913686","54.194999",10555000000,"SH"
1,0,55,5546,36,"Riepsdorf",23738,"10.969732","54.22536",10555000000,"SH"
1,0,55,5591,2,"Altenkrempe",23730,"10.825665","54.13298",10555000000,"SH"
1,0,55,5591,24,"Kasseedorf",23717,"10.72002","54.164947",10555000000,"SH"
1,0,55,5591,37,"Schashagen",23730,"10.883528","54.134271",10555000000,"SH"
1,0,55,5591,38,"Schönwalde am Bungsberg",23744,"10.753453","54.187361",10555000000,"SH"
1,0,55,5591,39,"Sierksdorf",23730,"10.768366","54.066261",10555000000,"SH"
1,0,56,2,2,"Barmstedt, Stadt",25355,"9.768595","53.790385",10560000000,"SH"
1,0,56,5,5,"Bönningstedt",25474,"9.906267","53.662295",10560000000,"SH"
1,0,56,15,15,"Elmshorn, Stadt",25335,"9.655259","53.754958",10560000000,"SH"
1,0,56,18,18,"Halstenbek",25469,"9.837557","53.633617",10560000000,"SH"
1,0,56,21,21,"Hasloh",25474,"9.91173","53.694023",10560000000,"SH"
1,0,56,25,25,"Helgoland",27498,"7.887147","54.181561",10560000000,"SH"
1,0,56,39,39,"Pinneberg, Stadt",25421,"9.793233","53.660754",10560000000,"SH"
1,0,56,41,41,"Quickborn, Stadt",25451,"9.898034","53.728836",10560000000,"SH"
1,0,56,43,43,"Rellingen",25462,"9.829654","53.652131",10560000000,"SH"
1,0,56,44,44,"Schenefeld, Stadt",22869,"9.822462","53.600982",10560000000,"SH"
1,0,56,48,48,"Tornesch, Stadt",25436,"9.711965","53.697658",10560000000,"SH"
1,0,56,49,49,"Uetersen, Stadt",25436,"9.662396","53.684196",10560000000,"SH"
1,0,56,50,50,"Wedel, Stadt",22880,"9.705419","53.577353",10560000000,"SH"
1,0,56,5616,29,"Klein Nordende",25336,"9.655072","53.725317",10565000000,"SH"
1,0,56,5616,30,"Klein Offenseth-Sparrieshoop",25365,"9.683944","53.784835",10565000000,"SH"
1,0,56,5616,31,"Kölln-Reisiek",25337,"9.697647","53.757477",10565000000,"SH"
1,0,56,5616,33,"Seester",25370,"9.598071","53.717709",10565000000,"SH"
1,0,56,5616,42,"Raa-Besenbek",25335,"9.597611","53.747963",10565000000,"SH"
1,0,56,5616,45,"Seestermühe",25371,"9.56628","53.704049",10565000000,"SH"
1,0,56,5616,46,"Seeth-Ekholt",25337,"9.732775","53.742874",10565000000,"SH"
1,0,56,5636,6,"Bokel",25364,"9.733886","53.864194",10565000000,"SH"
1,0,56,5636,10,"Brande-Hörnerkirchen",25364,"9.705145","53.855084",10565000000,"SH"
1,0,56,5636,38,"Osterhorn",25364,"9.698588","53.868679",10565000000,"SH"
1,0,56,5636,51,"Westerhorn",25364,"9.681996","53.857844",10565000000,"SH"
1,0,56,5660,3,"Bevern",25355,"9.771042","53.755719",10565000000,"SH"
1,0,56,5660,4,"Bilsen",25485,"9.87625","53.769901",10565000000,"SH"
1,0,56,5660,8,"Bokholt-Hanredder",25335,"9.735213","53.787955",10565000000,"SH"
1,0,56,5660,11,"Bullenkuhlen",25355,"9.751552","53.768586",10565000000,"SH"
1,0,56,5660,14,"Ellerhoop",25373,"9.770845","53.727623",10565000000,"SH"
1,0,56,5660,17,"Groß Offenseth-Aspern",25355,"9.73009","53.817783",10565000000,"SH"
1,0,56,5660,22,"Heede",25355,"9.802298","53.783499",10565000000,"SH"
1,0,56,5660,26,"Hemdingen",25485,"9.836865","53.762926",10565000000,"SH"
1,0,56,5660,34,"Langeln",25485,"9.85372","53.795088",10565000000,"SH"
1,0,56,5660,35,"Lutzhorn",25355,"9.776787","53.825517",10565000000,"SH"
1,0,56,5687,9,"Borstel-Hohenraden",25494,"9.824303","53.697872",10565000000,"SH"
1,0,56,5687,13,"Ellerbek",25474,"9.869621","53.657209",10565000000,"SH"
1,0,56,5687,32,"Kummerfeld",25495,"9.791036","53.691612",10565000000,"SH"
1,0,56,5687,40,"Prisdorf",25497,"9.761607","53.678151",10565000000,"SH"
1,0,56,5687,47,"Tangstedt",25499,"9.849699","53.679247",10565000000,"SH"
1,0,56,5690,1,"Appen",25482,"9.742691","53.659806",10565000000,"SH"
1,0,56,5690,16,"Groß Nordende",25436,"9.649515","53.70207",10565000000,"SH"
1,0,56,5690,19,"Haselau",25489,"9.623636","53.660647",10565000000,"SH"
1,0,56,5690,20,"Haseldorf",25489,"9.598383","53.635207",10565000000,"SH"
1,0,56,5690,23,"Heidgraben",25436,"9.685133","53.705801",10565000000,"SH"
1,0,56,5690,24,"Heist",25492,"9.656576","53.654819",10565000000,"SH"
1,0,56,5690,27,"Hetlingen",25491,"9.63544","53.607678",10565000000,"SH"
1,0,56,5690,28,"Holm",25488,"9.671854","53.622062",10565000000,"SH"
1,0,56,5690,36,"Moorrege",25436,"9.659074","53.668054",10565000000,"SH"
1,0,56,5690,37,"Neuendeich",25436,"9.600258","53.676281",10565000000,"SH"
1,0,57,1,1,"Ascheberg (Holstein)",24326,"10.341108","54.151075",10570000000,"SH"
1,0,57,8,8,"Bönebüttel",24620,"10.0593","54.079505",10570000000,"SH"
1,0,57,9,9,"Bösdorf",24306,"10.490762","54.14153",10570000000,"SH"
1,0,57,57,57,"Plön, Stadt",24306,"10.416369","54.158288",10570000000,"SH"
1,0,57,62,62,"Preetz, Stadt",24211,"10.280512","54.231866",10570000000,"SH"
1,0,57,91,91,"Schwentinental, Stadt",24223,"10.238223","54.282411",10570000000,"SH"
1,0,57,5727,4,"Behrensdorf (Ostsee)",24321,"10.603736","54.346515",10575000000,"SH"
1,0,57,5727,7,"Blekendorf",24327,"10.650894","54.276459",10575000000,"SH"
1,0,57,5727,13,"Dannau",24329,"10.541132","54.240905",10575000000,"SH"
1,0,57,5727,21,"Giekau",24321,"10.506159","54.317441",10575000000,"SH"
1,0,57,5727,26,"Helmstorf",24321,"10.593478","54.286644",10575000000,"SH"
1,0,57,5727,27,"Högsdorf",24327,"10.615055","54.251994",10575000000,"SH"
1,0,57,5727,29,"Hohenfelde",24257,"10.496402","54.370898",10575000000,"SH"
1,0,57,5727,30,"Hohwacht (Ostsee)",24321,"10.67371","54.320922",10575000000,"SH"
1,0,57,5727,34,"Kirchnüchel",23714,"10.680134","54.20411",10575000000,"SH"
1,0,57,5727,35,"Klamp",24321,"10.534124","54.296417",10575000000,"SH"
1,0,57,5727,38,"Kletkamp",24327,"10.638094","54.249088",10575000000,"SH"
1,0,57,5727,48,"Lütjenburg, Stadt",24321,"10.592237","54.294852",10575000000,"SH"
1,0,57,5727,55,"Panker",24321,"10.573095","54.33034",10575000000,"SH"
1,0,57,5727,76,"Schwartbuck",24257,"10.478063","54.358264",10575000000,"SH"
1,0,57,5727,82,"Tröndel",24321,"10.525459","54.335207",10575000000,"SH"
1,0,57,5739,15,"Dersau",24326,"10.33594","54.118055",10575000000,"SH"
1,0,57,5739,17,"Dörnick",24326,"10.360375","54.163392",10575000000,"SH"
1,0,57,5739,22,"Grebin",24329,"10.494272","54.195932",10575000000,"SH"
1,0,57,5739,32,"Kalübbe",24326,"10.283107","54.118146",10575000000,"SH"
1,0,57,5739,45,"Lebrade",24306,"10.422164","54.216652",10575000000,"SH"
1,0,57,5739,53,"Nehmten",24326,"10.393262","54.094848",10575000000,"SH"
1,0,57,5739,65,"Rantzau",24329,"10.507361","54.253869",10575000000,"SH"
1,0,57,5739,67,"Rathjensdorf",24306,"10.427748","54.185702",10575000000,"SH"
1,0,57,5739,89,"Wittmoldt",24306,"10.349133","54.174882",10575000000,"SH"
1,0,57,5747,2,"Barmissen",24245,"10.175384","54.204995",10575000000,"SH"
1,0,57,5747,10,"Boksee",24220,"10.127708","54.242982",10575000000,"SH"
1,0,57,5747,11,"Bothkamp",24250,"10.134422","54.203356",10575000000,"SH"
1,0,57,5747,23,"Großbarkau",24245,"10.169008","54.225363",10575000000,"SH"
1,0,57,5747,31,"Honigsee",24211,"10.187224","54.228283",10575000000,"SH"
1,0,57,5747,33,"Kirchbarkau",24245,"10.142365","54.211515",10575000000,"SH"
1,0,57,5747,37,"Klein Barkau",24245,"10.135269","54.222719",10575000000,"SH"
1,0,57,5747,42,"Kühren",24211,"10.258367","54.198376",10575000000,"SH"
1,0,57,5747,46,"Lehmkuhlen",24211,"10.361157","54.225915",10575000000,"SH"
1,0,57,5747,47,"Löptin",24250,"10.215744","54.175217",10575000000,"SH"
1,0,57,5747,54,"Nettelsee",24250,"10.189086","54.174112",10575000000,"SH"
1,0,57,5747,58,"Pohnsdorf",24211,"10.249321","54.239647",10575000000,"SH"
1,0,57,5747,59,"Postfeld",24211,"10.21641","54.211309",10575000000,"SH"
1,0,57,5747,66,"Rastorf",24211,"10.289064","54.272603",10575000000,"SH"
1,0,57,5747,70,"Schellhorn",24211,"10.299476","54.227597",10575000000,"SH"
1,0,57,5747,84,"Wahlstorf",24211,"10.294716","54.178083",10575000000,"SH"
1,0,57,5747,86,"Warnau",24250,"10.160154","54.18792",10575000000,"SH"
1,0,57,5755,3,"Barsbek",24217,"10.320134","54.404132",10575000000,"SH"
1,0,57,5755,6,"Bendfeld",24217,"10.419437","54.364157",10575000000,"SH"
1,0,57,5755,12,"Brodersdorf",24235,"10.249254","54.385481",10575000000,"SH"
1,0,57,5755,18,"Fahren",24253,"10.33813","54.349552",10575000000,"SH"
1,0,57,5755,20,"Fiefbergen",24217,"10.34277","54.379311",10575000000,"SH"
1,0,57,5755,28,"Höhndorf",24217,"10.370674","54.372619",10575000000,"SH"
1,0,57,5755,39,"Köhn",24257,"10.455111","54.34444",10575000000,"SH"
1,0,57,5755,40,"Krokau",24217,"10.341593","54.402446",10575000000,"SH"
1,0,57,5755,41,"Krummbek",24217,"10.400709","54.37814",10575000000,"SH"
1,0,57,5755,43,"Laboe",24235,"10.224323","54.404031",10575000000,"SH"
1,0,57,5755,49,"Lutterbek",24235,"10.276816","54.391952",10575000000,"SH"
1,0,57,5755,56,"Passade",24253,"10.316786","54.366581",10575000000,"SH"
1,0,57,5755,60,"Prasdorf",24253,"10.296264","54.378679",10575000000,"SH"
1,0,57,5755,63,"Probsteierhagen",24253,"10.288376","54.362604",10575000000,"SH"
1,0,57,5755,73,"Schönberg (Holstein)",24217,"10.372476","54.39239",10575000000,"SH"
1,0,57,5755,78,"Stakendorf",24217,"10.422791","54.388445",10575000000,"SH"
1,0,57,5755,79,"Stein",24235,"10.268846","54.414659",10575000000,"SH"
1,0,57,5755,81,"Stoltenberg",24256,"10.346508","54.344759",10575000000,"SH"
1,0,57,5755,87,"Wendtorf",24235,"10.292376","54.409817",10575000000,"SH"
1,0,57,5755,88,"Wisch",24217,"10.344122","54.411023",10575000000,"SH"
1,0,57,5775,16,"Dobersdorf",24232,"10.281513","54.31849",10575000000,"SH"
1,0,57,5775,44,"Lammershagen",24238,"10.443923","54.274509",10575000000,"SH"
1,0,57,5775,50,"Martensrade",24238,"10.392528","54.279612",10575000000,"SH"
1,0,57,5775,52,"Mucheln",24238,"10.442687","54.246421",10575000000,"SH"
1,0,57,5775,72,"Schlesen",24256,"10.328605","54.321544",10575000000,"SH"
1,0,57,5775,77,"Selent",24238,"10.425868","54.290473",10575000000,"SH"
1,0,57,5775,90,"Fargau-Pratjau",24256,"10.379022","54.318981",10575000000,"SH"
1,0,57,5782,25,"Heikendorf",24226,"10.207126","54.371303",10575000000,"SH"
1,0,57,5782,51,"Mönkeberg",24248,"10.187105","54.348118",10575000000,"SH"
1,0,57,5782,74,"Schönkirchen",24232,"10.223696","54.336531",10575000000,"SH"
1,0,57,5785,5,"Belau",24601,"10.259724","54.097544",10575000000,"SH"
1,0,57,5785,24,"Großharrie",24625,"10.049861","54.119087",10575000000,"SH"
1,0,57,5785,68,"Rendswühren",24619,"10.17974","54.074276",10575000000,"SH"
1,0,57,5785,69,"Ruhwinkel",24601,"10.221823","54.094216",10575000000,"SH"
1,0,57,5785,71,"Schillsdorf",24637,"10.123873","54.116231",10575000000,"SH"
1,0,57,5785,80,"Stolpe",24601,"10.222608","54.128911",10575000000,"SH"
1,0,57,5785,83,"Tasdorf",24536,"10.031477","54.09572",10575000000,"SH"
1,0,57,5785,85,"Wankendorf",24601,"10.208038","54.112811",10575000000,"SH"
1,0,58,5,5,"Altenholz",24161,"10.120656","54.402998",10580000000,"SH"
1,0,58,34,34,"Büdelsdorf, Stadt",24782,"9.677817","54.315687",10580000000,"SH"
1,0,58,43,43,"Eckernförde, Stadt",24340,"9.837037","54.472791",10580000000,"SH"
1,0,58,92,92,"Kronshagen",24119,"10.078987","54.332063",10580000000,"SH"
1,0,58,135,135,"Rendsburg, Stadt",24768,"9.663206","54.306495",10580000000,"SH"
1,0,58,169,169,"Wasbek",24647,"9.895541","54.07142",10580000000,"SH"
1,0,58,5803,1,"Achterwehr",24239,"9.96576","54.313379",10585000000,"SH"
1,0,58,5803,28,"Bredenbek",24796,"9.871054","54.324946",10585000000,"SH"
1,0,58,5803,50,"Felde",24242,"9.935699","54.301994",10585000000,"SH"
1,0,58,5803,93,"Krummwisch",24796,"9.897593","54.335159",10585000000,"SH"
1,0,58,5803,104,"Melsdorf",24109,"10.029817","54.317289",10585000000,"SH"
1,0,58,5803,126,"Ottendorf",24107,"10.044532","54.340275",10585000000,"SH"
1,0,58,5803,130,"Quarnbek",24107,"9.983912","54.330012",10585000000,"SH"
1,0,58,5803,171,"Westensee",24259,"9.897116","54.274997",10585000000,"SH"
1,0,58,5822,37,"Dänischenhagen",24229,"10.129567","54.426044",10585000000,"SH"
1,0,58,5822,116,"Noer",24214,"10.005045","54.461334",10585000000,"SH"
1,0,58,5822,150,"Schwedeneck",24229,"10.072961","54.471569",10585000000,"SH"
1,0,58,5822,157,"Strande",24229,"10.170979","54.440909",10585000000,"SH"
1,0,58,5824,51,"Felm",24244,"10.061496","54.409603",10585000000,"SH"
1,0,58,5824,58,"Gettorf",24214,"9.973495","54.407632",10585000000,"SH"
1,0,58,5824,96,"Lindau",24214,"9.904545","54.385276",10585000000,"SH"
1,0,58,5824,110,"Neudorf-Bornstein",24214,"9.942553","54.435719",10585000000,"SH"
1,0,58,5824,112,"Neuwittenbek",24214,"10.028294","54.367896",10585000000,"SH"
1,0,58,5824,121,"Osdorf",24251,"10.015654","54.427956",10585000000,"SH"
1,0,58,5824,142,"Schinkel",24214,"9.954902","54.355838",10585000000,"SH"
1,0,58,5824,165,"Tüttendorf",24214,"9.993457","54.392146",10585000000,"SH"
1,0,58,5833,3,"Alt Duvenstedt",24791,"9.645213","54.359629",10585000000,"SH"
1,0,58,5833,54,"Fockbek",24787,"9.601589","54.30413",10585000000,"SH"
1,0,58,5833,118,"Nübbel",24809,"9.621871","54.27262",10585000000,"SH"
1,0,58,5833,136,"Rickert",24782,"9.665546","54.331224",10585000000,"SH"
1,0,58,5847,10,"Bargstall",24806,"9.46575","54.260388",10585000000,"SH"
1,0,58,5847,29,"Breiholz",24797,"9.521979","54.206128",10585000000,"SH"
1,0,58,5847,36,"Christiansholm",24799,"9.405402","54.320498",10585000000,"SH"
1,0,58,5847,47,"Elsdorf-Westermühlen",24800,"9.528745","54.258716",10585000000,"SH"
1,0,58,5847,55,"Friedrichsgraben",24799,"9.419087","54.272305",10585000000,"SH"
1,0,58,5847,56,"Friedrichsholm",24799,"9.427267","54.303024",10585000000,"SH"
1,0,58,5847,70,"Hamdorf",24805,"9.518657","54.225554",10585000000,"SH"
1,0,58,5847,78,"Hohn",24806,"9.503416","54.298721",10585000000,"SH"
1,0,58,5847,89,"Königshügel",24799,"9.474274","54.33488",10585000000,"SH"
1,0,58,5847,97,"Lohe-Föhrden",24806,"9.54437","54.334238",10585000000,"SH"
1,0,58,5847,129,"Prinzenmoor",24805,"9.454146","54.217427",10585000000,"SH"
1,0,58,5847,154,"Sophienhamm",24806,"9.461024","54.270234",10585000000,"SH"
1,0,58,5853,31,"Brinjahe",24816,"9.632102","54.168528",10585000000,"SH"
1,0,58,5853,48,"Embühren",24819,"9.591436","54.170602",10585000000,"SH"
1,0,58,5853,68,"Haale",24819,"9.548925","54.174256",10585000000,"SH"
1,0,58,5853,71,"Hamweddel",24816,"9.618873","54.190502",10585000000,"SH"
1,0,58,5853,75,"Hörsten",24797,"9.578749","54.226932",10585000000,"SH"
